lambda,value
0.01,0.0010222000317997872
0.012648552168552958,0.001288747097199696
0.015998587196060583,0.0016234887724098264
0.020235896477251575,0.002042522673702945
0.025595479226995357,0.0025665644802573546
0.032374575428176434,0.003219557553821093
0.040949150623804255,0.004029766747660464
0.05179474679231213,0.005035551561918609
0.0655128556859551,0.00626292431862556
0.08286427728546843,0.007767911447381288
0.10481131341546858,0.009587210858957827
0.13257113655901095,0.01176583321251256
0.16768329368110083,0.014345486013682872
0.21209508879201905,0.017362189062741968
0.2682695795279726,0.02081262861809589
0.33932217718953295,0.02470526516200104
0.42919342601287785,0.029000933279945677
0.5428675439323859,0.033665578531707964
0.6866488450043002,0.03855528189165251
0.8685113737513529,0.043648361512170775
1.0985411419875584,0.04867995713817711
1.3894954943731375,0.053661941795472644
1.757510624854793,0.05838813967097263
2.2229964825261956,0.06278206236929526
2.8117686979742307,0.06680007368426566
3.5564803062231287,0.07037903794685069
4.498432668969444,0.07346630902993044
5.689866029018299,0.07616815319255399
7.196856730011521,0.07849693089167752
9.102981779915218,0.08045368761176655
11.513953993264481,0.08209170409251748
14.563484775012444,0.08337998413288976
18.420699693267164,0.08438829436995834
23.29951810515372,0.08524190920157353
29.4705170255181,0.08593681641617869
37.27593720314942,0.08654168623484335
47.14866363457394,0.08691173660290294
59.63623316594643,0.08731273288745678
75.43120063354623,0.08751611908793336
95.40954763499944,0.08790207067318918
120.67926406393289,0.08790461601267274
152.64179671752333,0.08820908330531087
193.06977288832496,0.08832938054862143
244.205309454865,0.08838727767734306
308.8843596477485,0.08895905856992055
390.6939937054621,0.08850327850265052
494.17133613238383,0.08860536451475891
625.0551925273976,0.08859227250931734
790.6043210907702,0.08832080833640306
1000.0,0.0881552910736215
