lambda,Coordinate1,Coordinate2,Coordinate3,Coordinate4,Coordinate5,Coordinate6,Coordinate7,Coordinate8,Coordinate9,Coordinate10
0.01,0.007164205413906682,-0.009757996536455189,-0.004765592889724661,0.05406077409540891,0.0630784615699225,0.05174592281311396,0.0007616716746901881,0.009599090082485847,-0.006356376961721642,0.02382115654352574
0.012648552168552958,0.007137987977817565,-0.009758593656285954,-0.00476873155050928,0.0538684370797901,0.06288242483832711,0.05157933859570317,0.0007776286041461699,0.00960571760590236,-0.0063332735187576735,0.02372774111687527
0.015998587196060583,0.007105388516267225,-0.009759138783917237,-0.004772473795495855,0.05362925146661286,0.0626384320270424,0.051372099567668916,0.0007973462270735322,0.009613712168081717,-0.0063046136855739385,0.023611643037019937
0.020235896477251575,0.0070625729281008735,-0.009759450844351612,-0.004777057040294652,0.05331505009349032,0.06231749044051268,0.05109970348621803,0.0008229885210974334,0.00962370673995169,-0.0062671146854835925,0.023459279937416023
0.025595479226995357,0.007010287766694683,-0.009759439118804043,-0.0047823579991645914,0.05293129969700903,0.06192512105535927,0.050766843474939975,0.0008540665775695738,0.009635430988807784,-0.0062214198894940285,0.023273320022192043
0.032374575428176434,0.0069449834860107066,-0.009758580492566057,-0.004788325234521526,0.05245187163530445,0.06143407660483832,0.05035063917704453,0.0008923691551569874,0.009649034410070052,-0.006164582930786715,0.023041282057134696
0.040949150623804255,0.0068631909496385856,-0.009755477529410818,-0.004794226419986239,0.05185110048415296,0.060816709299067184,0.049828241056016916,0.0009391068020714129,0.009663572550659543,-0.0060939631815575225,0.022751202496478905
0.05179474679231213,0.006769531859200521,-0.009752286295887255,-0.004801212865646122,0.05116322192516783,0.06011014045220856,0.04923027437066235,0.0009928225377350516,0.009680645416154874,-0.006013074243745294,0.022418967173136316
0.0655128556859551,0.006642003961798346,-0.009742844097423525,-0.00480686851743618,0.05022585191606683,0.05914227277991563,0.048413239881372895,0.0010628997490782686,0.009697646235090557,-0.005904214551503997,0.02196790822420839
0.08286427728546843,0.006496462937568706,-0.009728252903740993,-0.004810436917878079,0.04915552272038443,0.05803336786303983,0.04747865556131,0.0011405846394365868,0.009712373094640351,-0.005780897577190773,0.021454111995151848
0.10481131341546858,0.006318864450801637,-0.009703770196056675,-0.004809746845026711,0.04784846517905992,0.05667263981211088,0.046334478058846953,0.0012313733167969726,0.00972216404057345,-0.00563204562126132,0.020828856129889342
0.13257113655901095,0.006106993869361866,-0.009664645648113023,-0.004801588462730145,0.046287732732540124,0.05503824523620111,0.044963858631650526,0.001333802225870737,0.009721758831884142,-0.0054566134648151325,0.020085391547136233
0.16768329368110083,0.005858881227663002,-0.009604802128277468,-0.0047818416226607955,0.04445798299928376,0.05310879364964477,0.04335070550506453,0.0014455188882590828,0.009704264044979758,-0.005253906118774146,0.019218116775867954
0.21209508879201905,0.005574353586925111,-0.009516450559816926,-0.004745167536513696,0.04235681615201352,0.05087470454644201,0.041489279619059134,0.0015621913425243271,0.00966038936594436,-0.005024803952657784,0.018228122284377743
0.2682695795279726,0.005246709153107493,-0.009387434115245697,-0.004684055241889985,0.039933284551732603,0.04827292818559102,0.039329620258064246,0.0016809566152280974,0.009577147028964044,-0.004764829582352277,0.01709415669729122
0.33932217718953295,0.004884540707854587,-0.009206093159584988,-0.004590546603824894,0.03724877944242504,0.04535649156719041,0.03691910327904757,0.001790483265818824,0.009439018915746685,-0.0044816702301196006,0.0158488770064768
0.42919342601287785,0.0044909751766332206,-0.008964264889079289,-0.004459943798807125,0.034325083778234566,0.04214140755076525,0.034272309517358955,0.0018848115416219469,0.00923602327979075,-0.004177407773440951,0.014504610311409127
0.5428675439323859,0.004078544614003887,-0.008651208200949717,-0.0042862667473367675,0.031252643799186464,0.038712932325635226,0.031461659592707594,0.0019515604564232483,0.008953559584348526,-0.0038607469223583047,0.013107046273257206
