lambda,Coordinate1,Coordinate2,Coordinate3,Coordinate4,Coordinate5,Coordinate6,Coordinate7,Coordinate8,Coordinate9,Coordinate10
0.6866488450043002,0.0036497432180221468,-0.008251504310995873,-0.004062152785304708,0.02804752262837746,0.03507672386642573,0.028492731210085005,0.0019820059596428767,0.00857400021961558,-0.00353140043022265,0.011666907640073922
0.8685113737513529,0.003225507074105432,-0.007779306222693704,-0.003797851012070417,0.024865374496520952,0.031407370635890684,0.02550643291829488,0.0019729210075585513,0.008110646385335861,-0.0032025351886161586,0.010254450771873008
1.0985411419875584,0.002805663997330046,-0.007221585969970286,-0.0034885961843451317,0.021702950305224438,0.02769354121686712,0.022492731800881592,0.0019188207945454276,0.00754959202195775,-0.0028707167109272114,0.008870209089607822
1.3894954943731375,0.0024116044981607747,-0.0066056961759994115,-0.003153684712784225,0.01872090272510071,0.02412687215126922,0.019603495675631955,0.0018237285726487513,0.006919817979806915,-0.002548426763339111,0.0075833545618223175
1.757510624854793,0.002045417234774656,-0.005949124370916826,-0.0028037178866849766,0.015936905135635348,0.020740168575997482,0.0168629431864904,0.0016958282677727516,0.006241288724856297,-0.002237200139261073,0.00639814539789257
2.2229964825261956,0.001714981835924897,-0.005272350453587919,-0.002451761175290895,0.013411478862648643,0.017613702060440526,0.014333634008197838,0.0015420068602807551,0.005536640845527429,-0.0019420893628763424,0.005338384060994396
2.8117686979742307,0.0014241949642821163,-0.00459933024601205,-0.002111214826748049,0.011176513615170627,0.01479936740713993,0.012055516422038708,0.0013724199496394345,0.004832596742810081,-0.0016670676036826602,0.0044139269080062105
3.5564803062231287,0.001171554127012496,-0.003960673603748282,-0.0017943650993388416,0.009225920695712476,0.012310704034377342,0.010039732189157186,0.0012014646533606412,0.00416264791813256,-0.0014170105376698394,0.0036162520775463182
4.498432668969444,0.0009562341159072966,-0.003361004829917461,-0.0015048215707813806,0.007553933198070369,0.010146225891677086,0.008283759989160523,0.0010324364901707055,0.0035326130120247436,-0.001190787181176479,0.0029414382583951735
5.689866029018299,0.0007760606923015496,-0.0028214559755862846,-0.0012500265586318092,0.006148139581340635,0.008305862784796544,0.006788320160628502,0.0008754431440977454,0.002965424582535429,-0.0009919083744209414,0.0023799626164924675
7.196856730011521,0.0006270205648065079,-0.002343977693952086,-0.0010288345972519477,0.004979691130387283,0.006759301809073354,0.00552976914299599,0.0007327014510883701,0.002463202147394694,-0.0008196161276176018,0.0019181795429150815
9.102981779915218,0.0005043377630152108,-0.0019309963979694791,-0.0008407143510285735,0.00401416003863193,0.0054711295452479465,0.004479866273714907,0.0006072451314657259,0.0020288817817317303,-0.0006722890213003749,0.0015395772368139873
11.513953993264481,0.0004042767630391742,-0.0015793482688759575,-0.0006827124499285934,0.0032239061259873064,0.004409190206181354,0.003613228188912004,0.0004989757235493537,0.00165907796257413,-0.0005481170137019352,0.0012319393998635837
14.563484775012444,0.0003229858943615784,-0.0012820364693067856,-0.0005510323021854429,0.0025796480817528015,0.0035377356196949687,0.0029009861875361953,0.0004064726183140878,0.0013465251606766828,-0.00044387806994714154,0.0009828358789824184
18.420699693267164,0.0002573365742966485,-0.0010350309888322571,-0.0004427172171792167,0.002058017881180748,0.002828777841561791,0.0023209383201000353,0.00032907106255328314,0.0010869182446002737,-0.00035770886104517075,0.0007821551567498082
23.29951810515372,0.00020486248500917596,-0.0008319326633727492,-0.00035458671289082054,0.0016399565247956255,0.0022578803435710885,0.0018533017362212737,0.00026501916891950985,0.0008735308979468927,-0.0002871508160992554,0.0006221333979373475
29.4705170255181,0.0001628533987039739,-0.0006666583523195337,-0.00028331126250260707,0.001304732804047845,0.0017988432609113516,0.0014770296530920517,0.0002127146677772179,0.0006999219365983138,-0.00022986023690045864,0.000494203291892924
37.27593720314942,0.0001293442845086222,-0.0005333628230934676,-0.00022605045098148647,0.001037049408770072,0.0014315921668849748,0.0011758599674428051,0.00017042682947443147,0.0005599200051069937,-0.00018373271915044257,0.00039225909380345095
47.14866363457394,0.00010242929128666515,-0.00042567364935187864,-0.00018002749759094973,0.0008218691003791101,0.0011362111510489414,0.0009334777787459537,0.00013628520675356505,0.0004468714628668108,-0.0001463923907713522,0.0003103788073119832
59.63623316594643,8.130803945657809e-05,-0.0003384843928846149,-0.00014294641988633804,0.0006525544483883421,0.0009023011438116737,0.0007414370783769197,0.00010835342079083176,0.0003552901291600001,-0.00011646898737104774,0.00024637184253015903
75.43120063354623,6.435483122883007e-05,-0.0002688648042395015,-0.00011339660479142598,0.0005166856221154428,0.0007148772670320721,0.0005875206532726671,8.612648510459222e-05,0.0002822005926039483,-9.247268373078619e-05,0.00019493862135037997
95.40954763499944,5.105964209883159e-05,-0.0002138630493917779,-9.011161047762776e-05,0.0004100532382727018,0.0005675921378959621,0.00046652960613815625,6.853957334357965e-05,0.0002244619879072331,-7.353474962076697e-05,0.00015463098035794042
120.67926406393289,4.0366335793659696e-05,-0.00016910960241703544,-7.123491550715708e-05,0.00032418927340448347,0.0004487426887032178,0.000368854461371854,5.419235428608439e-05,0.00017748491878190936,-5.815567018672051e-05,0.0001222488121989238
152.64179671752333,3.198342114033016e-05,-0.00013449618625389204,-5.658252913466005e-05,0.0002569641362513508,0.00035593057740829795,0.00029261068918635713,4.313419364507995e-05,0.00014115243136163854,-4.6226383980542384e-05,9.682607595554448e-05
193.06977288832496,2.5303098520478124e-05,-0.00010662218631295567,-4.482294864818589e-05,0.00020333618542232014,0.0002817503058088155,0.00023164787618954803,3.420834859372976e-05,0.0001118961254554899,-3.6636443763264626e-05,7.658761659111899e-05
244.205309454865,2.0015802067698662e-05,-8.436798354389768e-05,-3.546286956711502e-05,0.000160852769182241,0.00022289477978430645,0.00018326129524691057,2.7069590091921034e-05,8.854053300526073e-05,-2.898912835940938e-05,6.05825110798309e-05
308.8843596477485,1.5943770388734884e-05,-6.699619301022441e-05,-2.8183909573043695e-05,0.00012809025075010403,0.00017739042741009146,0.0001458336443298196,2.147897015386773e-05,7.030925024198292e-05,-2.3035366082202708e-05,4.827377793831732e-05
390.6939937054621,1.252101370126309e-05,-5.2856020323439034e-05,-2.220470451602973e-05,0.00010063858203624595,0.0001394918899828389,0.00011469643248754923,1.6963566044706282e-05,5.546885181419292e-05,-1.8158478212766473e-05,3.789267680910995e-05
494.17133613238383,9.908366618570264e-06,-4.185454058451535e-05,-1.7578286954855063e-05,7.964496966277534e-05,0.00011040561140473383,9.078339289727441e-05,1.3434205082943343e-05,4.3922974888991044e-05,-1.4378170965735418e-05,2.998425666620698e-05
625.0551925273976,7.832918598837073e-06,-3.308161182864446e-05,-1.3894137786693611e-05,6.296122196874504e-05,8.727496104971381e-05,7.17634950343271e-05,1.0617707983612225e-05,3.4716373115952154e-05,-1.1365082014986655e-05,2.3704188118913908e-05
790.6043210907702,6.182103655578239e-06,-2.6006393896745107e-05,-1.0934891140329998e-05,4.967246717308367e-05,6.8803236283018e-05,5.6566975844201886e-05,8.338962248009394e-06,2.7291685773180596e-05,-8.941303177804291e-06,1.8716198213026042e-05
1000.0,4.891445780461794e-06,-2.0416059880279574e-05,-8.60392604788804e-06,3.9271713727194205e-05,5.431708583855773e-05,4.464473876826641e-05,6.534164624155094e-06,2.1425428523169212e-05,-7.02984402627165e-06,1.482083140237585e-05
